110101000000,2,1,11/01/110101.html,北京市,市辖区,东城区
110102000000,2,1,11/01/110102.html,北京市,市辖区,西城区
110105000000,2,1,11/01/110105.html,北京市,市辖区,朝阳区
110106000000,2,1,11/01/110106.html,北京市,市辖区,丰台区
110107000000,2,1,11/01/110107.html,北京市,市辖区,石景山区
110108000000,2,1,11/01/110108.html,北京市,市辖区,海淀区
110109000000,2,1,11/01/110109.html,北京市,市辖区,门头沟区
110111000000,2,1,11/01/110111.html,北京市,市辖区,房山区
110112000000,2,1,11/01/110112.html,北京市,市辖区,通州区
110113000000,2,1,11/01/110113.html,北京市,市辖区,顺义区
110114000000,2,1,11/01/110114.html,北京市,市辖区,昌平区
110115000000,2,1,11/01/110115.html,北京市,市辖区,大兴区
110116000000,2,1,11/01/110116.html,北京市,市辖区,怀柔区
110117000000,2,1,11/01/110117.html,北京市,市辖区,平谷区
110118000000,2,1,11/01/110118.html,北京市,市辖区,密云区
110119000000,2,1,11/01/110119.html,北京市,市辖区,延庆区
120101000000,2,1,12/01/120101.html,天津市,市辖区,和平区
120102000000,2,1,12/01/120102.html,天津市,市辖区,河东区
120103000000,2,1,12/01/120103.html,天津市,市辖区,河西区
120104000000,2,1,12/01/120104.html,天津市,市辖区,南开区
120105000000,2,1,12/01/120105.html,天津市,市辖区,河北区
120106000000,2,1,12/01/120106.html,天津市,市辖区,红桥区
120110000000,2,1,12/01/120110.html,天津市,市辖区,东丽区
120111000000,2,1,12/01/120111.html,天津市,市辖区,西青区
120112000000,2,1,12/01/120112.html,天津市,市辖区,津南区
120113000000,2,1,12/01/120113.html,天津市,市辖区,北辰区
120114000000,2,1,12/01/120114.html,天津市,市辖区,武清区
120115000000,2,1,12/01/120115.html,天津市,市辖区,宝坻区
120116000000,2,1,12/01/120116.html,天津市,市辖区,滨海新区
120117000000,2,1,12/01/120117.html,天津市,市辖区,宁河区
120118000000,2,1,12/01/120118.html,天津市,市辖区,静海区
120119000000,2,1,12/01/120119.html,天津市,市辖区,蓟州区
130101000000,2,1,,河北省,石家庄市,市辖区
130102000000,2,1,13/01/130102.html,河北省,石家庄市,长安区
130104000000,2,1,13/01/130104.html,河北省,石家庄市,桥西区
130105000000,2,1,13/01/130105.html,河北省,石家庄市,新华区
130107000000,2,1,13/01/130107.html,河北省,石家庄市,井陉矿区
130108000000,2,1,13/01/130108.html,河北省,石家庄市,裕华区
130109000000,2,1,13/01/130109.html,河北省,石家庄市,藁城区
130110000000,2,1,13/01/130110.html,河北省,石家庄市,鹿泉区
130111000000,2,1,13/01/130111.html,河北省,石家庄市,栾城区
130121000000,2,3,13/01/130121.html,河北省,石家庄市,井陉县
130123000000,2,3,13/01/130123.html,河北省,石家庄市,正定县
130125000000,2,3,13/01/130125.html,河北省,石家庄市,行唐县
130126000000,2,3,13/01/130126.html,河北省,石家庄市,灵寿县
130127000000,2,3,13/01/130127.html,河北省,石家庄市,高邑县
130128000000,2,3,13/01/130128.html,河北省,石家庄市,深泽县
130129000000,2,3,13/01/130129.html,河北省,石家庄市,赞皇县
130130000000,2,3,13/01/130130.html,河北省,石家庄市,无极县
130131000000,2,3,13/01/130131.html,河北省,石家庄市,平山县
130132000000,2,3,13/01/130132.html,河北省,石家庄市,元氏县
130133000000,2,3,13/01/130133.html,河北省,石家庄市,赵县
130171000000,2,1,13/01/130171.html,河北省,石家庄市,石家庄高新技术产业开发区
130172000000,2,1,13/01/130172.html,河北省,石家庄市,石家庄循环化工园区
130181000000,2,2,13/01/130181.html,河北省,石家庄市,辛集市
130183000000,2,2,13/01/130183.html,河北省,石家庄市,晋州市
130184000000,2,2,13/01/130184.html,河北省,石家庄市,新乐市
130201000000,2,1,,河北省,唐山市,市辖区
130202000000,2,1,13/02/130202.html,河北省,唐山市,路南区
130203000000,2,1,13/02/130203.html,河北省,唐山市,路北区
130204000000,2,1,13/02/130204.html,河北省,唐山市,古冶区
130205000000,2,1,13/02/130205.html,河北省,唐山市,开平区
130207000000,2,1,13/02/130207.html,河北省,唐山市,丰南区
130208000000,2,1,13/02/130208.html,河北省,唐山市,丰润区
130209000000,2,1,13/02/130209.html,河北省,唐山市,曹妃甸区
130223000000,2,3,13/02/130223.html,河北省,唐山市,滦县
130224000000,2,3,13/02/130224.html,河北省,唐山市,滦南县
130225000000,2,3,13/02/130225.html,河北省,唐山市,乐亭县
130227000000,2,3,13/02/130227.html,河北省,唐山市,迁西县
130229000000,2,3,13/02/130229.html,河北省,唐山市,玉田县
130271000000,2,1,13/02/130271.html,河北省,唐山市,唐山市芦台经济技术开发区
130272000000,2,1,13/02/130272.html,河北省,唐山市,唐山市汉沽管理区
130273000000,2,1,13/02/130273.html,河北省,唐山市,唐山高新技术产业开发区
130274000000,2,1,13/02/130274.html,河北省,唐山市,河北唐山海港经济开发区
130281000000,2,2,13/02/130281.html,河北省,唐山市,遵化市
130283000000,2,2,13/02/130283.html,河北省,唐山市,迁安市
130301000000,2,1,,河北省,秦皇岛市,市辖区
