341301000000,2,1,,安徽省,宿州市,市辖区
341302000000,2,0,34/13/341302.html,安徽省,宿州市,
410301000000,2,1,,河南省,洛阳市,市辖区
410302000000,2,1,41/03/410302.html,河南省,洛阳市,老城区
410303000000,2,1,41/03/410303.html,河南省,洛阳市,西工区
410304000000,2,0,41/03/410304.html,河南省,洛阳市,
411501000000,2,1,,河南省,信阳市,市辖区
411502000000,2,0,41/15/411502.html,河南省,信阳市,
420101000000,2,1,,湖北省,武汉市,市辖区
420102000000,2,1,42/01/420102.html,湖北省,武汉市,江岸区
420103000000,2,1,42/01/420103.html,湖北省,武汉市,江汉区
420104000000,2,0,42/01/420104.html,湖北省,武汉市,
420501000000,2,1,,湖北省,宜昌市,市辖区
420502000000,2,1,42/05/420502.html,湖北省,宜昌市,西陵区
420503000000,2,1,42/05/420503.html,湖北省,宜昌市,伍家岗区
420504000000,2,1,42/05/420504.html,湖北省,宜昌市,点军区
420505000000,2,0,42/05/420505.html,湖北省,宜昌市,

610101000000,2,1,,陕西省,西安市,市辖区
610102000000,2,1,61/01/610102.html,陕西省,西安市,新城区
610103000000,2,8,61/01/610103.html,陕西省,西安市,碑林区
610104000000,2,1,61/01/610104.html,陕西省,西安市,莲湖区
610111000000,2,1,61/01/610111.html,陕西省,西安市,灞桥区
610112000000,2,1,61/01/610112.html,陕西省,西安市,未央区
610113000000,2,1,61/01/610113.html,陕西省,西安市,雁塔区
610114000000,2,1,61/01/610114.html,陕西省,西安市,阎良区
610115000000,2,1,61/01/610115.html,陕西省,西安市,临潼区
610116000000,2,1,61/01/610116.html,陕西省,西安市,长安区
610117000000,2,1,61/01/610117.html,陕西省,西安市,高陵区
610118000000,2,0,61/01/610118.html,陕西省,西安市,
