东华门街道,3,东城区,https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%8D%8E%E9%97%A8%E8%A1%97%E9%81%93
景山街道,3,东城区,https://zh.wikipedia.org/wiki/%E6%99%AF%E5%B1%B1%E8%A1%97%E9%81%93_(%E5%8C%97%E4%BA%AC%E5%B8%82)
交道口街道,3,东城区,https://zh.wikipedia.org/wiki/%E4%BA%A4%E9%81%93%E5%8F%A3%E8%A1%97%E9%81%93
安定门街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%AE%89%E5%AE%9A%E9%97%A8%E8%A1%97%E9%81%93
北新桥街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%8C%97%E6%96%B0%E6%A1%A5%E8%A1%97%E9%81%93
东四街道,3,东城区,https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%9B%9B%E8%A1%97%E9%81%93_(%E5%8C%97%E4%BA%AC%E5%B8%82)
朝阳门街道,3,东城区,https://zh.wikipedia.org/wiki/%E6%9C%9D%E9%98%B3%E9%97%A8%E8%A1%97%E9%81%93
建国门街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%BB%BA%E5%9B%BD%E9%97%A8%E8%A1%97%E9%81%93
东直门街道,3,东城区,https://zh.wikipedia.org/wiki/%E4%B8%9C%E7%9B%B4%E9%97%A8%E8%A1%97%E9%81%93
和平里街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%92%8C%E5%B9%B3%E9%87%8C%E8%A1%97%E9%81%93_(%E5%8C%97%E4%BA%AC%E5%B8%82)
前门街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%89%8D%E9%97%A8%E8%A1%97%E9%81%93
崇文门外街道,3,东城区,https://zh.wikipedia.org/wiki/%E5%B4%87%E6%96%87%E9%97%A8%E5%A4%96%E8%A1%97%E9%81%93
东花市街道,3,东城区,https://zh.wikipedia.org/wiki/%E4%B8%9C%E8%8A%B1%E5%B8%82%E8%A1%97%E9%81%93
龙潭街道,3,东城区,https://zh.wikipedia.org/wiki/%E9%BE%99%E6%BD%AD%E8%A1%97%E9%81%93_(%E5%8C%97%E4%BA%AC%E5%B8%82)
