110101001000,3,1,11/01/01/110101001.html,北京市,市辖区,东城区,东华门街道办事处
110101002000,3,1,11/01/01/110101002.html,北京市,市辖区,东城区,景山街道办事处
110101003000,3,1,11/01/01/110101003.html,北京市,市辖区,东城区,交道口街道办事处
110101004000,3,1,11/01/01/110101004.html,北京市,市辖区,东城区,安定门街道办事处
110101005000,3,1,11/01/01/110101005.html,北京市,市辖区,东城区,北新桥街道办事处
110101006000,3,1,11/01/01/110101006.html,北京市,市辖区,东城区,东四街道办事处
110101007000,3,1,11/01/01/110101007.html,北京市,市辖区,东城区,朝阳门街道办事处
110101008000,3,1,11/01/01/110101008.html,北京市,市辖区,东城区,建国门街道办事处
110101009000,3,1,11/01/01/110101009.html,北京市,市辖区,东城区,东直门街道办事处
110101010000,3,1,11/01/01/110101010.html,北京市,市辖区,东城区,和平里街道办事处
110101011000,3,1,11/01/01/110101011.html,北京市,市辖区,东城区,前门街道办事处
110101012000,3,1,11/01/01/110101012.html,北京市,市辖区,东城区,崇文门外街道办事处
110101013000,3,1,11/01/01/110101013.html,北京市,市辖区,东城区,东花市街道办事处
110101014000,3,1,11/01/01/110101014.html,北京市,市辖区,东城区,龙潭街道办事处
110101015000,3,1,11/01/01/110101015.html,北京市,市辖区,东城区,体育馆路街道办事处
110101016000,3,1,11/01/01/110101016.html,北京市,市辖区,东城区,天坛街道办事处
110101017000,3,1,11/01/01/110101017.html,北京市,市辖区,东城区,永定门外街道办事处
110102001000,3,1,11/01/02/110102001.html,北京市,市辖区,西城区,西长安街街道办事处
110102003000,3,1,11/01/02/110102003.html,北京市,市辖区,西城区,新街口街道办事处
110102007000,3,1,11/01/02/110102007.html,北京市,市辖区,西城区,月坛街道办事处
110102009000,3,1,11/01/02/110102009.html,北京市,市辖区,西城区,展览路街道办事处
110102010000,3,1,11/01/02/110102010.html,北京市,市辖区,西城区,德胜街道办事处
110102011000,3,1,11/01/02/110102011.html,北京市,市辖区,西城区,金融街街道办事处
110102012000,3,1,11/01/02/110102012.html,北京市,市辖区,西城区,什刹海街道办事处
110102013000,3,1,11/01/02/110102013.html,北京市,市辖区,西城区,大栅栏街道办事处
